,country,year,household debt,labour comp per hour,age group,poverty rate,internet access,unemployment rate
0,Australia,1995,94.86145,5.638905,,,,8.472281
1,Australia,1995,94.86145,52.416612,,,,8.472281
2,Australia,1996,98.62147,6.317506,,,,8.506114
3,Australia,1996,98.62147,55.728035,,,,8.506114
4,Australia,1997,106.6224,2.936676,,,,8.362488
5,Australia,1997,106.6224,57.364587,,,,8.362488
6,Australia,1998,114.0952,3.603118,,,,7.677428999999999
7,Australia,1998,114.0952,59.4315,,,,7.677428999999999
8,Australia,1999,120.429,1.888844,,,,6.873791000000001
9,Australia,1999,120.429,60.55406899999999,,,,6.873791000000001
10,Australia,2000,125.2092,5.489816,,,,6.285546
11,Australia,2000,125.2092,63.878376,,,,6.285546
12,Australia,2001,130.5223,5.170806,,,,6.742172999999999
13,Australia,2001,130.5223,67.181403,,,,6.742172999999999
14,Australia,2002,150.0406,3.6334239999999998,,,,6.368911
15,Australia,2002,150.0406,69.622388,,,,6.368911
16,Australia,2003,161.5096,4.3395150000000005,,,,5.92842
17,Australia,2003,161.5096,72.643662,,,,5.92842
18,Australia,2004,171.8057,3.4185809999999996,,,,5.3967339999999995
19,Australia,2004,171.8057,75.127044,,,,5.3967339999999995
20,Australia,2005,181.8293,4.108213,,,60.0,5.033881
21,Australia,2005,181.8293,78.213424,,,60.0,5.033881
22,Australia,2006,186.9583,5.25018,,,64.0,4.78524
23,Australia,2006,186.9583,82.319769,,,64.0,4.78524
24,Australia,2007,189.7027,6.134464,,,67.0,4.379151
25,Australia,2007,189.7027,87.369646,,,67.0,4.379151
26,Australia,2008,183.4667,5.4118699999999995,,,72.0,4.23433
27,Australia,2008,183.4667,92.097977,,,72.0,4.23433
28,Australia,2009,189.4346,0.712338,,,,5.560385
29,Australia,2009,189.4346,92.754026,,,,5.560385
30,Australia,2010,187.3372,7.812032,,,78.92,5.2133400000000005
31,Australia,2010,187.3372,100.0,,,78.92,5.2133400000000005
32,Australia,2011,185.9569,2.7852259999999998,,,,5.081195
33,Australia,2011,185.9569,102.785226,,,,5.081195
34,Australia,2012,187.2603,3.054148,0-17,0.129,83.0,5.223376
35,Australia,2012,187.2603,3.054148,total,0.14,83.0,5.223376
36,Australia,2012,187.2603,3.054148,18-65,0.107,83.0,5.223376
37,Australia,2012,187.2603,3.054148,66+,0.335,83.0,5.223376
38,Australia,2012,187.2603,105.92443899999999,0-17,0.129,83.0,5.223376
39,Australia,2012,187.2603,105.92443899999999,total,0.14,83.0,5.223376
40,Australia,2012,187.2603,105.92443899999999,18-65,0.107,83.0,5.223376
41,Australia,2012,187.2603,105.92443899999999,66+,0.335,83.0,5.223376
42,Australia,2013,187.7718,2.9209549999999997,,,,5.66194
43,Australia,2013,187.7718,109.01844399999999,,,,5.66194
44,Australia,2014,191.8578,1.182617,0-17,0.13,85.89,6.077244
45,Australia,2014,191.8578,1.182617,total,0.128,85.89,6.077244
46,Australia,2014,191.8578,1.182617,18-65,0.102,85.89,6.077244
47,Australia,2014,191.8578,1.182617,66+,0.257,85.89,6.077244
48,Australia,2014,191.8578,110.30771499999999,0-17,0.13,85.89,6.077244
49,Australia,2014,191.8578,110.30771499999999,total,0.128,85.89,6.077244
50,Australia,2014,191.8578,110.30771499999999,18-65,0.102,85.89,6.077244
51,Australia,2014,191.8578,110.30771499999999,66+,0.257,85.89,6.077244
52,Australia,2015,199.3722,2.6819509999999998,,,,6.056423000000001
53,Australia,2015,199.3722,113.26611399999999,,,,6.056423000000001
54,Australia,2016,206.6359,-0.260905,0-17,0.125,86.11,5.710301
55,Australia,2016,206.6359,-0.260905,total,0.121,86.11,5.710301
56,Australia,2016,206.6359,-0.260905,18-65,0.094,86.11,5.710301
57,Australia,2016,206.6359,-0.260905,66+,0.23199999999999998,86.11,5.710301
58,Australia,2016,206.6359,112.970597,0-17,0.125,86.11,5.710301
59,Australia,2016,206.6359,112.970597,total,0.121,86.11,5.710301
60,Australia,2016,206.6359,112.970597,18-65,0.094,86.11,5.710301
61,Australia,2016,206.6359,112.970597,66+,0.23199999999999998,86.11,5.710301
62,Australia,2017,212.8164,1.896506,,,,5.59376
63,Australia,2017,212.8164,115.113092,,,,5.59376
64,Australia,2018,216.8332,,0-17,0.133,,5.299829
65,Australia,2018,216.8332,,total,0.124,,5.299829
66,Australia,2018,216.8332,,18-65,0.096,,5.299829
67,Australia,2018,216.8332,,66+,0.237,,5.299829
68,Austria,1995,65.85123,70.453389,,,,3.699785
69,Austria,1996,68.45939,-0.031777,,,,4.139831
70,Austria,1996,68.45939,70.431001,,,,4.139831
71,Austria,1997,70.87100000000001,0.7103619999999999,,,,4.242406
72,Austria,1997,70.87100000000001,70.93131600000001,,,,4.242406
73,Austria,1998,70.46921,3.820385,,,,4.235766
74,Austria,1998,70.46921,73.641165,,,,4.235766
75,Austria,1999,73.53783,1.918016,,,,3.727968
76,Austria,1999,73.53783,75.053614,,,,3.727968
77,Austria,2000,75.41841,2.617126,,,,3.533025
78,Austria,2000,75.41841,77.017862,,,,3.533025
79,Austria,2001,77.01186,1.991982,,,,3.5908599999999997
80,Austria,2001,77.01186,78.552044,,,,3.5908599999999997
81,Austria,2002,78.95232,2.389616,,,,3.951978
82,Austria,2002,78.95232,80.429136,,,,3.951978
83,Austria,2003,79.08277,2.177083,,,,4.286487
84,Austria,2003,79.08277,82.180145,,,,4.286487
85,Austria,2004,81.19778000000001,1.6501150000000002,,,,5.49025
86,Austria,2004,81.19778000000001,83.536212,,,,5.49025
87,Austria,2005,87.18607,2.7890580000000003,,,46.6887,5.628417
88,Austria,2005,87.18607,85.866085,,,46.6887,5.628417
89,Austria,2006,88.55872,3.966906,,,52.2965,5.246718
90,Austria,2006,88.55872,89.272312,,,52.2965,5.246718
91,Austria,2007,88.36625,3.148747,0-17,0.09699999999999999,59.623000000000005,4.8589519999999995
92,Austria,2007,88.36625,3.148747,total,0.09699999999999999,59.623000000000005,4.8589519999999995
93,Austria,2007,88.36625,3.148747,18-65,0.08800000000000001,59.623000000000005,4.8589519999999995
94,Austria,2007,88.36625,3.148747,66+,0.133,59.623000000000005,4.8589519999999995
95,Austria,2007,88.36625,92.083271,0-17,0.09699999999999999,59.623000000000005,4.8589519999999995
96,Austria,2007,88.36625,92.083271,total,0.09699999999999999,59.623000000000005,4.8589519999999995
97,Austria,2007,88.36625,92.083271,18-65,0.08800000000000001,59.623000000000005,4.8589519999999995
98,Austria,2007,88.36625,92.083271,66+,0.133,59.623000000000005,4.8589519999999995
99,Austria,2008,89.79839,3.0423240000000003,0-17,0.098,68.92,4.129104
100,Austria,2008,89.79839,3.0423240000000003,total,0.09300000000000001,68.92,4.129104
101,Austria,2008,89.79839,3.0423240000000003,18-65,0.083,68.92,4.129104
102,Austria,2008,89.79839,3.0423240000000003,66+,0.127,68.92,4.129104
103,Austria,2008,89.79839,94.884743,0-17,0.098,68.92,4.129104
104,Austria,2008,89.79839,94.884743,total,0.09300000000000001,68.92,4.129104
105,Austria,2008,89.79839,94.884743,18-65,0.083,68.92,4.129104
106,Austria,2008,89.79839,94.884743,66+,0.127,68.92,4.129104
107,Austria,2009,90.11239,4.226997,0-17,0.11,69.7507,5.298988
108,Austria,2009,90.11239,4.226997,total,0.096,69.7507,5.298988
109,Austria,2009,90.11239,4.226997,18-65,0.086,69.7507,5.298988
110,Austria,2009,90.11239,4.226997,66+,0.11599999999999999,69.7507,5.298988
111,Austria,2009,90.11239,98.89551800000001,0-17,0.11,69.7507,5.298988
112,Austria,2009,90.11239,98.89551800000001,total,0.096,69.7507,5.298988
113,Austria,2009,90.11239,98.89551800000001,18-65,0.086,69.7507,5.298988
114,Austria,2009,90.11239,98.89551800000001,66+,0.11599999999999999,69.7507,5.298988
115,Austria,2010,93.71614,1.116817,0-17,0.1,72.8891,4.821680000000001
116,Austria,2010,93.71614,1.116817,total,0.08900000000000001,72.8891,4.821680000000001
117,Austria,2010,93.71614,1.116817,18-65,0.079,72.8891,4.821680000000001
118,Austria,2010,93.71614,1.116817,66+,0.113,72.8891,4.821680000000001
119,Austria,2010,93.71614,100.0,0-17,0.1,72.8891,4.821680000000001
120,Austria,2010,93.71614,100.0,total,0.08900000000000001,72.8891,4.821680000000001
121,Austria,2010,93.71614,100.0,18-65,0.079,72.8891,4.821680000000001
122,Austria,2010,93.71614,100.0,66+,0.113,72.8891,4.821680000000001
123,Austria,2011,93.2784,2.0352189999999997,0-17,0.092,75.4407,4.566622
124,Austria,2011,93.2784,2.0352189999999997,total,0.091,75.4407,4.566622
125,Austria,2011,93.2784,2.0352189999999997,18-65,0.087,75.4407,4.566622
126,Austria,2011,93.2784,2.0352189999999997,66+,0.10800000000000001,75.4407,4.566622
127,Austria,2011,93.2784,102.035219,0-17,0.092,75.4407,4.566622
128,Austria,2011,93.2784,102.035219,total,0.091,75.4407,4.566622
129,Austria,2011,93.2784,102.035219,18-65,0.087,75.4407,4.566622
130,Austria,2011,93.2784,102.035219,66+,0.10800000000000001,75.4407,4.566622
131,Austria,2012,91.04684,3.724269,0-17,0.10400000000000001,79.2846,4.863267
132,Austria,2012,91.04684,3.724269,total,0.096,79.2846,4.863267
133,Austria,2012,91.04684,3.724269,18-65,0.08900000000000001,79.2846,4.863267
134,Austria,2012,91.04684,3.724269,66+,0.113,79.2846,4.863267
135,Austria,2012,91.04684,105.83528500000001,0-17,0.10400000000000001,79.2846,4.863267
136,Austria,2012,91.04684,105.83528500000001,total,0.096,79.2846,4.863267
137,Austria,2012,91.04684,105.83528500000001,18-65,0.08900000000000001,79.2846,4.863267
138,Austria,2012,91.04684,105.83528500000001,66+,0.113,79.2846,4.863267
139,Austria,2013,90.82967,2.925548,0-17,0.10400000000000001,80.8626,5.336031
140,Austria,2013,90.82967,2.925548,total,0.09,80.8626,5.336031
141,Austria,2013,90.82967,2.925548,18-65,0.084,80.8626,5.336031
142,Austria,2013,90.82967,2.925548,66+,0.099,80.8626,5.336031
143,Austria,2013,90.82967,108.93154799999999,0-17,0.10400000000000001,80.8626,5.336031
144,Austria,2013,90.82967,108.93154799999999,total,0.09,80.8626,5.336031
145,Austria,2013,90.82967,108.93154799999999,18-65,0.084,80.8626,5.336031
146,Austria,2013,90.82967,108.93154799999999,66+,0.099,80.8626,5.336031
147,Austria,2014,90.48385999999999,2.2211369999999997,0-17,0.10800000000000001,80.9946,5.621219
148,Austria,2014,90.48385999999999,2.2211369999999997,total,0.091,80.9946,5.621219
149,Austria,2014,90.48385999999999,2.2211369999999997,18-65,0.087,80.9946,5.621219
150,Austria,2014,90.48385999999999,2.2211369999999997,66+,0.09,80.9946,5.621219
151,Austria,2014,90.48385999999999,111.35106599999999,0-17,0.10800000000000001,80.9946,5.621219
152,Austria,2014,90.48385999999999,111.35106599999999,total,0.091,80.9946,5.621219
153,Austria,2014,90.48385999999999,111.35106599999999,18-65,0.087,80.9946,5.621219
154,Austria,2014,90.48385999999999,111.35106599999999,66+,0.09,80.9946,5.621219
155,Austria,2015,92.05358000000001,3.287842,0-17,0.096,82.416,5.723468
156,Austria,2015,92.05358000000001,3.287842,total,0.087,82.416,5.723468
157,Austria,2015,92.05358000000001,3.287842,18-65,0.087,82.416,5.723468
158,Austria,2015,92.05358000000001,3.287842,66+,0.078,82.416,5.723468
159,Austria,2015,92.05358000000001,115.01211299999999,0-17,0.096,82.416,5.723468
160,Austria,2015,92.05358000000001,115.01211299999999,total,0.087,82.416,5.723468
161,Austria,2015,92.05358000000001,115.01211299999999,18-65,0.087,82.416,5.723468
162,Austria,2015,92.05358000000001,115.01211299999999,66+,0.078,82.416,5.723468
163,Austria,2016,92.06706,1.540303,0-17,0.115,85.0929,6.0140709999999995
164,Austria,2016,92.06706,1.540303,total,0.098,85.0929,6.0140709999999995
165,Austria,2016,92.06706,1.540303,18-65,0.095,85.0929,6.0140709999999995
166,Austria,2016,92.06706,1.540303,66+,0.08800000000000001,85.0929,6.0140709999999995
167,Austria,2016,92.06706,116.783648,0-17,0.115,85.0929,6.0140709999999995
168,Austria,2016,92.06706,116.783648,total,0.098,85.0929,6.0140709999999995
169,Austria,2016,92.06706,116.783648,18-65,0.095,85.0929,6.0140709999999995
170,Austria,2016,92.06706,116.783648,66+,0.08800000000000001,85.0929,6.0140709999999995
171,Austria,2017,90.79732,2.383763,0-17,0.115,88.79243000000001,5.500528
172,Austria,2017,90.79732,2.383763,total,0.094,88.79243000000001,5.500528
173,Austria,2017,90.79732,2.383763,18-65,0.08800000000000001,88.79243000000001,5.500528
174,Austria,2017,90.79732,2.383763,66+,0.09699999999999999,88.79243000000001,5.500528
175,Austria,2017,90.79732,119.567494,0-17,0.115,88.79243000000001,5.500528
176,Austria,2017,90.79732,119.567494,total,0.094,88.79243000000001,5.500528
177,Austria,2017,90.79732,119.567494,18-65,0.08800000000000001,88.79243000000001,5.500528
178,Austria,2017,90.79732,119.567494,66+,0.09699999999999999,88.79243000000001,5.500528
179,Austria,2018,90.27317,2.885297,,,88.77524,4.848801
180,Austria,2018,90.27317,123.017371,,,88.77524,4.848801
181,Belgium,1995,65.32884,67.747934,,,,
182,Belgium,1996,68.81667,2.222327,,,,
183,Belgium,1996,68.81667,69.253514,,,,
184,Belgium,1997,71.99961,2.5855069999999998,,,,
185,Belgium,1997,71.99961,71.044069,,,,
186,Belgium,1998,71.44411,1.695634,,,,
187,Belgium,1998,71.44411,72.248716,,,,
188,Belgium,1999,73.2928,3.26193,,,,8.561709
189,Belgium,1999,73.2928,74.605419,,,,8.561709
190,Belgium,2000,71.44542,1.1326690000000001,,,,7.00965
191,Belgium,2000,71.44542,75.450451,,,,7.00965
192,Belgium,2001,67.32359,3.996255,,,,6.607931
193,Belgium,2001,67.32359,78.465643,,,,6.607931
194,Belgium,2002,68.94025,3.707881,,,,7.511277000000001
195,Belgium,2002,68.94025,81.375056,,,,7.511277000000001
196,Belgium,2003,70.9725,1.4147889999999999,,,,8.172144
197,Belgium,2003,70.9725,82.526342,,,,8.172144
198,Belgium,2004,75.30256999999999,2.1135580000000003,0-17,0.09699999999999999,,8.387378
199,Belgium,2004,75.30256999999999,2.1135580000000003,total,0.086,,8.387378
200,Belgium,2004,75.30256999999999,2.1135580000000003,18-65,0.07200000000000001,,8.387378
201,Belgium,2004,75.30256999999999,2.1135580000000003,66+,0.127,,8.387378
202,Belgium,2004,75.30256999999999,84.270585,0-17,0.09699999999999999,,8.387378
203,Belgium,2004,75.30256999999999,84.270585,total,0.086,,8.387378
204,Belgium,2004,75.30256999999999,84.270585,18-65,0.07200000000000001,,8.387378
205,Belgium,2004,75.30256999999999,84.270585,66+,0.127,,8.387378
206,Belgium,2005,80.51897,2.375334,0-17,0.094,50.1575,8.438975
207,Belgium,2005,80.51897,2.375334,total,0.092,50.1575,8.438975
208,Belgium,2005,80.51897,2.375334,18-65,0.076,50.1575,8.438975
209,Belgium,2005,80.51897,2.375334,66+,0.156,50.1575,8.438975
210,Belgium,2005,80.51897,86.27229200000001,0-17,0.094,50.1575,8.438975
211,Belgium,2005,80.51897,86.27229200000001,total,0.092,50.1575,8.438975
212,Belgium,2005,80.51897,86.27229200000001,18-65,0.076,50.1575,8.438975
213,Belgium,2005,80.51897,86.27229200000001,66+,0.156,50.1575,8.438975
214,Belgium,2006,84.01609,3.014482,0-17,0.11,53.9597,8.249064
215,Belgium,2006,84.01609,3.014482,total,0.10099999999999999,53.9597,8.249064
216,Belgium,2006,84.01609,3.014482,18-65,0.083,53.9597,8.249064
217,Belgium,2006,84.01609,3.014482,66+,0.165,53.9597,8.249064
218,Belgium,2006,84.01609,88.872955,0-17,0.11,53.9597,8.249064
219,Belgium,2006,84.01609,88.872955,total,0.10099999999999999,53.9597,8.249064
220,Belgium,2006,84.01609,88.872955,18-65,0.083,53.9597,8.249064
221,Belgium,2006,84.01609,88.872955,66+,0.165,53.9597,8.249064
222,Belgium,2007,87.73544,3.401704,0-17,0.102,60.163999999999994,7.459264
223,Belgium,2007,87.73544,3.401704,total,0.09300000000000001,60.163999999999994,7.459264
224,Belgium,2007,87.73544,3.401704,18-65,0.077,60.163999999999994,7.459264
225,Belgium,2007,87.73544,3.401704,66+,0.14300000000000002,60.163999999999994,7.459264
226,Belgium,2007,87.73544,91.896149,0-17,0.102,60.163999999999994,7.459264
227,Belgium,2007,87.73544,91.896149,total,0.09300000000000001,60.163999999999994,7.459264
228,Belgium,2007,87.73544,91.896149,18-65,0.077,60.163999999999994,7.459264
229,Belgium,2007,87.73544,91.896149,66+,0.14300000000000002,60.163999999999994,7.459264
230,Belgium,2008,90.04876999999999,4.300976,0-17,0.11199999999999999,63.6276,6.970808
231,Belgium,2008,90.04876999999999,4.300976,total,0.094,63.6276,6.970808
232,Belgium,2008,90.04876999999999,4.300976,18-65,0.081,63.6276,6.970808
233,Belgium,2008,90.04876999999999,4.300976,66+,0.128,63.6276,6.970808
234,Belgium,2008,90.04876999999999,95.84858100000001,0-17,0.11199999999999999,63.6276,6.970808
235,Belgium,2008,90.04876999999999,95.84858100000001,total,0.094,63.6276,6.970808
236,Belgium,2008,90.04876999999999,95.84858100000001,18-65,0.081,63.6276,6.970808
237,Belgium,2008,90.04876999999999,95.84858100000001,66+,0.128,63.6276,6.970808
238,Belgium,2009,92.82834,2.989034,0-17,0.129,67.4352,7.906314
239,Belgium,2009,92.82834,2.989034,total,0.098,67.4352,7.906314
240,Belgium,2009,92.82834,2.989034,18-65,0.08199999999999999,67.4352,7.906314
241,Belgium,2009,92.82834,2.989034,66+,0.121,67.4352,7.906314
242,Belgium,2009,92.82834,98.713527,0-17,0.129,67.4352,7.906314
243,Belgium,2009,92.82834,98.713527,total,0.098,67.4352,7.906314
244,Belgium,2009,92.82834,98.713527,18-65,0.08199999999999999,67.4352,7.906314
245,Belgium,2009,92.82834,98.713527,66+,0.121,67.4352,7.906314
246,Belgium,2010,97.41507,1.303239,0-17,0.133,72.7371,8.293047999999999
247,Belgium,2010,97.41507,1.303239,total,0.099,72.7371,8.293047999999999
248,Belgium,2010,97.41507,1.303239,18-65,0.085,72.7371,8.293047999999999
249,Belgium,2010,97.41507,1.303239,66+,0.113,72.7371,8.293047999999999
250,Belgium,2010,97.41507,100.0,0-17,0.133,72.7371,8.293047999999999
251,Belgium,2010,97.41507,100.0,total,0.099,72.7371,8.293047999999999
252,Belgium,2010,97.41507,100.0,18-65,0.085,72.7371,8.293047999999999
253,Belgium,2010,97.41507,100.0,66+,0.113,72.7371,8.293047999999999
254,Belgium,2011,102.6412,2.347495,0-17,0.11,76.5078,7.1397949999999994
255,Belgium,2011,102.6412,2.347495,total,0.09699999999999999,76.5078,7.1397949999999994
256,Belgium,2011,102.6412,2.347495,18-65,0.08900000000000001,76.5078,7.1397949999999994
257,Belgium,2011,102.6412,2.347495,66+,0.111,76.5078,7.1397949999999994
258,Belgium,2011,102.6412,102.347495,0-17,0.11,76.5078,7.1397949999999994
259,Belgium,2011,102.6412,102.347495,total,0.09699999999999999,76.5078,7.1397949999999994
260,Belgium,2011,102.6412,102.347495,18-65,0.08900000000000001,76.5078,7.1397949999999994
261,Belgium,2011,102.6412,102.347495,66+,0.111,76.5078,7.1397949999999994
262,Belgium,2012,103.0443,3.337158,0-17,0.114,77.7137,7.5379309999999995
263,Belgium,2012,103.0443,3.337158,total,0.1,77.7137,7.5379309999999995
264,Belgium,2012,103.0443,3.337158,18-65,0.096,77.7137,7.5379309999999995
265,Belgium,2012,103.0443,3.337158,66+,0.099,77.7137,7.5379309999999995
266,Belgium,2012,103.0443,105.762993,0-17,0.114,77.7137,7.5379309999999995
267,Belgium,2012,103.0443,105.762993,total,0.1,77.7137,7.5379309999999995
268,Belgium,2012,103.0443,105.762993,18-65,0.096,77.7137,7.5379309999999995
269,Belgium,2012,103.0443,105.762993,66+,0.099,77.7137,7.5379309999999995
270,Belgium,2013,104.7668,2.6934299999999998,0-17,0.125,80.0478,8.425185
271,Belgium,2013,104.7668,2.6934299999999998,total,0.098,80.0478,8.425185
272,Belgium,2013,104.7668,2.6934299999999998,18-65,0.092,80.0478,8.425185
273,Belgium,2013,104.7668,2.6934299999999998,66+,0.085,80.0478,8.425185
274,Belgium,2013,104.7668,108.611645,0-17,0.125,80.0478,8.425185
275,Belgium,2013,104.7668,108.611645,total,0.098,80.0478,8.425185
276,Belgium,2013,104.7668,108.611645,18-65,0.092,80.0478,8.425185
277,Belgium,2013,104.7668,108.611645,66+,0.085,80.0478,8.425185
278,Belgium,2014,109.2393,1.131721,0-17,0.109,82.8041,8.52289
279,Belgium,2014,109.2393,1.131721,total,0.091,82.8041,8.52289
280,Belgium,2014,109.2393,1.131721,18-65,0.08800000000000001,82.8041,8.52289
281,Belgium,2014,109.2393,1.131721,66+,0.078,82.8041,8.52289
282,Belgium,2014,109.2393,109.840826,0-17,0.109,82.8041,8.52289
283,Belgium,2014,109.2393,109.840826,total,0.091,82.8041,8.52289
284,Belgium,2014,109.2393,109.840826,18-65,0.08800000000000001,82.8041,8.52289
285,Belgium,2014,109.2393,109.840826,66+,0.078,82.8041,8.52289
286,Belgium,2015,111.6695,0.348828,0-17,0.11,81.825,8.481071
287,Belgium,2015,111.6695,0.348828,total,0.098,81.825,8.481071
288,Belgium,2015,111.6695,0.348828,18-65,0.095,81.825,8.481071
289,Belgium,2015,111.6695,0.348828,66+,0.095,81.825,8.481071
290,Belgium,2015,111.6695,110.22398100000001,0-17,0.11,81.825,8.481071
291,Belgium,2015,111.6695,110.22398100000001,total,0.098,81.825,8.481071
292,Belgium,2015,111.6695,110.22398100000001,18-65,0.095,81.825,8.481071
293,Belgium,2015,111.6695,110.22398100000001,66+,0.095,81.825,8.481071
294,Belgium,2016,112.5323,0.286999,0-17,0.12300000000000001,84.7857,7.833328999999999
295,Belgium,2016,112.5323,0.286999,total,0.098,84.7857,7.833328999999999
296,Belgium,2016,112.5323,0.286999,18-65,0.09300000000000001,84.7857,7.833328999999999
297,Belgium,2016,112.5323,0.286999,66+,0.084,84.7857,7.833328999999999
298,Belgium,2016,112.5323,110.540323,0-17,0.12300000000000001,84.7857,7.833328999999999
299,Belgium,2016,112.5323,110.540323,total,0.098,84.7857,7.833328999999999
300,Belgium,2016,112.5323,110.540323,18-65,0.09300000000000001,84.7857,7.833328999999999
301,Belgium,2016,112.5323,110.540323,66+,0.084,84.7857,7.833328999999999
302,Belgium,2017,113.5038,1.487209,0-17,0.132,85.96844,7.088736
303,Belgium,2017,113.5038,1.487209,total,0.102,85.96844,7.088736
304,Belgium,2017,113.5038,1.487209,18-65,0.09699999999999999,85.96844,7.088736
305,Belgium,2017,113.5038,1.487209,66+,0.08800000000000001,85.96844,7.088736
306,Belgium,2017,113.5038,112.184288,0-17,0.132,85.96844,7.088736
307,Belgium,2017,113.5038,112.184288,total,0.102,85.96844,7.088736
308,Belgium,2017,113.5038,112.184288,18-65,0.09699999999999999,85.96844,7.088736
309,Belgium,2017,113.5038,112.184288,66+,0.08800000000000001,85.96844,7.088736
310,Belgium,2018,114.9683,1.621467,,,87.27254,5.949855
311,Belgium,2018,114.9683,114.00332,,,87.27254,5.949855
312,Czech Republic,1995,28.78766,35.943422,,,,
313,Czech Republic,1996,21.66229,17.54584,,,,
314,Czech Republic,1996,21.66229,42.249998,,,,
315,Czech Republic,1997,20.647129999999997,10.110257,,,,
316,Czech Republic,1997,20.647129999999997,46.521581,,,,
317,Czech Republic,1998,19.399070000000002,7.5214929999999995,,,,6.476871
318,Czech Republic,1998,19.399070000000002,50.020699,,,,6.476871
319,Czech Republic,1999,20.55857,4.984163,,,,8.755593
320,Czech Republic,1999,20.55857,52.513812,,,,8.755593
321,Czech Republic,2000,21.754379999999998,7.438781,,,,8.823602000000001
322,Czech Republic,2000,21.754379999999998,56.420199,,,,8.823602000000001
323,Czech Republic,2001,22.30066,13.686491,,,,8.165375
324,Czech Republic,2001,22.30066,64.142145,,,,8.165375
325,Czech Republic,2002,27.124340000000004,8.253356,,,,7.313614
326,Czech Republic,2002,27.124340000000004,69.436024,,,,7.313614
327,Czech Republic,2003,29.37438,8.604395,,,,7.812036999999999
328,Czech Republic,2003,29.37438,75.410574,,,,7.812036999999999
329,Czech Republic,2004,34.20975,6.699178999999999,0-17,0.102,,8.322025
330,Czech Republic,2004,34.20975,6.699178999999999,total,0.057999999999999996,,8.322025
331,Czech Republic,2004,34.20975,6.699178999999999,18-65,0.052000000000000005,,8.322025
332,Czech Republic,2004,34.20975,6.699178999999999,66+,0.022000000000000002,,8.322025
333,Czech Republic,2004,34.20975,80.462464,0-17,0.102,,8.322025
334,Czech Republic,2004,34.20975,80.462464,total,0.057999999999999996,,8.322025
335,Czech Republic,2004,34.20975,80.462464,18-65,0.052000000000000005,,8.322025
336,Czech Republic,2004,34.20975,80.462464,66+,0.022000000000000002,,8.322025
337,Czech Republic,2005,39.510690000000004,3.5241480000000003,0-17,0.096,19.0517,7.928005000000001
338,Czech Republic,2005,39.510690000000004,3.5241480000000003,total,0.055,19.0517,7.928005000000001
339,Czech Republic,2005,39.510690000000004,3.5241480000000003,18-65,0.049,19.0517,7.928005000000001
340,Czech Republic,2005,39.510690000000004,3.5241480000000003,66+,0.024,19.0517,7.928005000000001
341,Czech Republic,2005,39.510690000000004,83.29808,0-17,0.096,19.0517,7.928005000000001
342,Czech Republic,2005,39.510690000000004,83.29808,total,0.055,19.0517,7.928005000000001
343,Czech Republic,2005,39.510690000000004,83.29808,18-65,0.049,19.0517,7.928005000000001
344,Czech Republic,2005,39.510690000000004,83.29808,66+,0.024,19.0517,7.928005000000001
345,Czech Republic,2006,43.66888,6.816038000000001,0-17,0.09699999999999999,29.2505,7.148034
346,Czech Republic,2006,43.66888,6.816038000000001,total,0.055999999999999994,29.2505,7.148034
347,Czech Republic,2006,43.66888,6.816038000000001,18-65,0.05,29.2505,7.148034
348,Czech Republic,2006,43.66888,6.816038000000001,66+,0.027000000000000003,29.2505,7.148034
349,Czech Republic,2006,43.66888,88.975709,0-17,0.09699999999999999,29.2505,7.148034
350,Czech Republic,2006,43.66888,88.975709,total,0.055999999999999994,29.2505,7.148034
351,Czech Republic,2006,43.66888,88.975709,18-65,0.05,29.2505,7.148034
352,Czech Republic,2006,43.66888,88.975709,66+,0.027000000000000003,29.2505,7.148034
353,Czech Republic,2007,53.196380000000005,6.36894,0-17,0.087,35.1211,5.321516
354,Czech Republic,2007,53.196380000000005,6.36894,total,0.055,35.1211,5.321516
355,Czech Republic,2007,53.196380000000005,6.36894,18-65,0.049,35.1211,5.321516
356,Czech Republic,2007,53.196380000000005,6.36894,66+,0.040999999999999995,35.1211,5.321516
357,Czech Republic,2007,53.196380000000005,94.64251800000001,0-17,0.087,35.1211,5.321516
358,Czech Republic,2007,53.196380000000005,94.64251800000001,total,0.055,35.1211,5.321516
359,Czech Republic,2007,53.196380000000005,94.64251800000001,18-65,0.049,35.1211,5.321516
360,Czech Republic,2007,53.196380000000005,94.64251800000001,66+,0.040999999999999995,35.1211,5.321516
361,Czech Republic,2008,59.06403,3.937931,0-17,0.09300000000000001,45.8625,4.3923559999999995
362,Czech Republic,2008,59.06403,3.937931,total,0.059000000000000004,45.8625,4.3923559999999995
363,Czech Republic,2008,59.06403,3.937931,18-65,0.052000000000000005,45.8625,4.3923559999999995
364,Czech Republic,2008,59.06403,3.937931,66+,0.046,45.8625,4.3923559999999995
365,Czech Republic,2008,59.06403,98.369475,0-17,0.09300000000000001,45.8625,4.3923559999999995
366,Czech Republic,2008,59.06403,98.369475,total,0.059000000000000004,45.8625,4.3923559999999995
367,Czech Republic,2008,59.06403,98.369475,18-65,0.052000000000000005,45.8625,4.3923559999999995
368,Czech Republic,2008,59.06403,98.369475,66+,0.046,45.8625,4.3923559999999995
369,Czech Republic,2009,60.59196,-0.420415,0-17,0.107,54.1836,6.6587320000000005
