continent,country,year,age,suicides_no,population,gdp_per_capita ($),s_rate,oecd
Europe,ESTONIA,2009,15-24 years,25,183900,15609,13.59,1
Europe,ESTONIA,2009,25-34 years,33,187820,15609,17.57,1
Europe,ESTONIA,2009,35-54 years,102,369390,15609,27.61,1
Europe,ESTONIA,2009,5-14 years,0,125150,15609,0.0,1
Europe,ESTONIA,2009,55-74 years,80,290300,15609,27.56,1
Europe,ESTONIA,2009,75+ years,29,102450,15609,28.31,1
Europe,ESTONIA,2010,15-24 years,22,176820,15540,12.44,1
Europe,ESTONIA,2010,25-34 years,33,187560,15540,17.59,1
Europe,ESTONIA,2010,35-54 years,70,366955,15540,19.08,1
Europe,ESTONIA,2010,5-14 years,0,125610,15540,0.0,1
Europe,ESTONIA,2010,55-74 years,68,292860,15540,23.22,1
Europe,ESTONIA,2010,75+ years,30,104420,15540,28.73,1
Europe,ESTONIA,2011,15-24 years,22,169242,18545,13.0,1
Europe,ESTONIA,2011,25-34 years,24,186927,18545,12.84,1
Europe,ESTONIA,2011,35-54 years,73,364468,18545,20.03,1
Europe,ESTONIA,2011,5-14 years,0,126839,18545,0.0,1
Europe,ESTONIA,2011,55-74 years,66,294725,18545,22.39,1
Europe,ESTONIA,2011,75+ years,33,107226,18545,30.78,1
Europe,ESTONIA,2012,15-24 years,16,161558,18411,9.9,1
Europe,ESTONIA,2012,25-34 years,33,188665,18411,17.49,1
Europe,ESTONIA,2012,35-54 years,72,363810,18411,19.79,1
Europe,ESTONIA,2012,5-14 years,2,130653,18411,1.53,1
Europe,ESTONIA,2012,55-74 years,76,295937,18411,25.68,1
Europe,ESTONIA,2012,75+ years,38,111008,18411,34.23,1
Europe,ESTONIA,2013,15-24 years,17,151593,20221,11.21,1
Europe,ESTONIA,2013,25-34 years,24,188307,20221,12.75,1
Europe,ESTONIA,2013,35-54 years,65,359927,20221,18.06,1
Europe,ESTONIA,2013,5-14 years,1,132522,20221,0.75,1
Europe,ESTONIA,2013,55-74 years,70,296032,20221,23.65,1
Europe,ESTONIA,2013,75+ years,41,114715,20221,35.74,1
Europe,ESTONIA,2014,15-24 years,20,142648,21117,14.02,1
Europe,ESTONIA,2014,25-34 years,47,190116,21117,24.72,1
Europe,ESTONIA,2014,35-54 years,73,357769,21117,20.4,1
Europe,ESTONIA,2014,5-14 years,2,136118,21117,1.47,1
Europe,ESTONIA,2014,55-74 years,60,297056,21117,20.2,1
Europe,ESTONIA,2014,75+ years,39,118145,21117,33.01,1
Europe,ESTONIA,2015,15-24 years,22,136381,18149,16.13,1
Europe,ESTONIA,2015,25-34 years,27,192231,18149,14.05,1
Europe,ESTONIA,2015,35-54 years,59,355433,18149,16.6,1
Europe,ESTONIA,2015,5-14 years,2,139363,18149,1.44,1
Europe,ESTONIA,2015,55-74 years,56,298985,18149,18.73,1
Europe,ESTONIA,2015,75+ years,29,121057,18149,23.96,1
Europe,FINLAND,1987,15-24 years,161,697800,19861,23.07,1
Europe,FINLAND,1987,25-34 years,266,777500,19861,34.21,1
Europe,FINLAND,1987,35-54 years,544,1355300,19861,40.14,1
Europe,FINLAND,1987,5-14 years,4,634100,19861,0.63,1
Europe,FINLAND,1987,55-74 years,324,887100,19861,36.52,1
Europe,FINLAND,1987,75+ years,64,262300,19861,24.4,1
Europe,FINLAND,1988,15-24 years,162,678400,23546,23.88,1
Europe,FINLAND,1988,25-34 years,267,771200,23546,34.62,1
Europe,FINLAND,1988,35-54 years,582,1382600,23546,42.09,1
Europe,FINLAND,1988,5-14 years,3,643500,23546,0.47,1
Europe,FINLAND,1988,55-74 years,307,888100,23546,34.57,1
Europe,FINLAND,1988,75+ years,81,269800,23546,30.02,1
Europe,FINLAND,1989,15-24 years,191,661300,25582,28.88,1
Europe,FINLAND,1989,25-34 years,243,766900,25582,31.69,1
Europe,FINLAND,1989,35-54 years,566,1409600,25582,40.15,1
Europe,FINLAND,1989,5-14 years,3,650900,25582,0.46,1
Europe,FINLAND,1989,55-74 years,317,889600,25582,35.63,1
Europe,FINLAND,1989,75+ years,93,276000,25582,33.7,1
Europe,FINLAND,1990,15-24 years,204,650900,30271,31.34,1
Europe,FINLAND,1990,25-34 years,298,762400,30271,39.09,1
Europe,FINLAND,1990,35-54 years,607,1434700,30271,42.31,1
Europe,FINLAND,1990,5-14 years,4,652200,30271,0.61,1
Europe,FINLAND,1990,55-74 years,302,893800,30271,33.79,1
Europe,FINLAND,1990,75+ years,97,281100,30271,34.51,1
Europe,FINLAND,1991,15-24 years,162,644700,27214,25.13,1
Europe,FINLAND,1991,25-34 years,296,758300,27214,39.03,1
Europe,FINLAND,1991,35-54 years,623,1460500,27214,42.66,1
Europe,FINLAND,1991,5-14 years,3,649700,27214,0.46,1
Europe,FINLAND,1991,55-74 years,317,900700,27214,35.19,1
Europe,FINLAND,1991,75+ years,92,284600,27214,32.33,1
Europe,FINLAND,1992,15-24 years,141,639600,23857,22.05,1
Europe,FINLAND,1992,25-34 years,300,755000,23857,39.74,1
Europe,FINLAND,1992,35-54 years,649,1484400,23857,43.72,1
Europe,FINLAND,1992,5-14 years,4,645600,23857,0.62,1
Europe,FINLAND,1992,55-74 years,282,908300,23857,31.05,1
Europe,FINLAND,1992,75+ years,75,288000,23857,26.04,1
Europe,FINLAND,1993,15-24 years,117,634200,18826,18.45,1
Europe,FINLAND,1993,25-34 years,264,752100,18826,35.1,1
Europe,FINLAND,1993,35-54 years,652,1501800,18826,43.41,1
Europe,FINLAND,1993,5-14 years,4,643900,18826,0.62,1
Europe,FINLAND,1993,55-74 years,288,917900,18826,31.38,1
Europe,FINLAND,1993,75+ years,72,291100,18826,24.73,1
Europe,FINLAND,1994,15-24 years,171,631600,21699,27.07,1
Europe,FINLAND,1994,25-34 years,234,745300,21699,31.4,1
Europe,FINLAND,1994,35-54 years,640,1515500,21699,42.23,1
Europe,FINLAND,1994,5-14 years,3,644400,21699,0.47,1
Europe,FINLAND,1994,55-74 years,267,932600,21699,28.63,1
Europe,FINLAND,1994,75+ years,72,292200,21699,24.64,1
Europe,FINLAND,1995,15-24 years,144,631600,28068,22.8,1
Europe,FINLAND,1995,25-34 years,242,733500,28068,32.99,1
Europe,FINLAND,1995,35-54 years,627,1533300,28068,40.89,1
Europe,FINLAND,1995,5-14 years,4,645700,28068,0.62,1
Europe,FINLAND,1995,55-74 years,302,941200,28068,32.09,1
Europe,FINLAND,1995,75+ years,69,296000,28068,23.31,1
Europe,FINLAND,1996,15-24 years,131,634000,27508,20.66,1
Europe,FINLAND,1996,25-34 years,227,719700,27508,31.54,1
Europe,FINLAND,1996,35-54 years,562,1545800,27508,36.36,1
Europe,FINLAND,1996,5-14 years,6,647700,27508,0.93,1
Europe,FINLAND,1996,55-74 years,262,951200,27508,27.54,1
Europe,FINLAND,1996,75+ years,59,303800,27508,19.42,1
Europe,FINLAND,1997,15-24 years,150,640400,26296,23.42,1
Europe,FINLAND,1997,25-34 years,222,703700,26296,31.55,1
Europe,FINLAND,1997,35-54 years,606,1559400,26296,38.86,1
Europe,FINLAND,1997,5-14 years,3,648400,26296,0.46,1
Europe,FINLAND,1997,55-74 years,269,960500,26296,28.01,1
Europe,FINLAND,1997,75+ years,72,310800,26296,23.17,1
Europe,FINLAND,1998,15-24 years,123,650560,27646,18.91,1
Europe,FINLAND,1998,25-34 years,210,685256,27646,30.65,1
Europe,FINLAND,1998,35-54 years,518,1578581,27646,32.81,1
Europe,FINLAND,1998,5-14 years,5,647415,27646,0.77,1
Europe,FINLAND,1998,55-74 years,289,963939,27646,29.98,1
Europe,FINLAND,1998,75+ years,83,318922,27646,26.03,1
Europe,FINLAND,1999,15-24 years,141,658296,27800,21.42,1
Europe,FINLAND,1999,25-34 years,203,668655,27800,30.36,1
Europe,FINLAND,1999,35-54 years,526,1590505,27800,33.07,1
Europe,FINLAND,1999,5-14 years,2,645845,27800,0.31,1
Europe,FINLAND,1999,55-74 years,272,973550,27800,27.94,1
Europe,FINLAND,1999,75+ years,63,327404,27800,19.24,1
Europe,FINLAND,2000,15-24 years,131,659641,25716,19.86,1
Europe,FINLAND,2000,25-34 years,197,657553,25716,29.96,1
Europe,FINLAND,2000,35-54 years,524,1591963,25716,32.92,1
Europe,FINLAND,2000,5-14 years,2,645270,25716,0.31,1
Europe,FINLAND,2000,55-74 years,250,991493,25716,25.21,1
Europe,FINLAND,2000,75+ years,61,335900,25716,18.16,1
Europe,FINLAND,2001,15-24 years,115,656915,26383,17.51,1
Europe,FINLAND,2001,25-34 years,179,650177,26383,27.53,1
Europe,FINLAND,2001,35-54 years,559,1581306,26383,35.35,1
Europe,FINLAND,2001,5-14 years,5,644927,26383,0.78,1
Europe,FINLAND,2001,55-74 years,279,1020613,26383,27.34,1
Europe,FINLAND,2001,75+ years,67,345045,26383,19.42,1
Europe,FINLAND,2002,15-24 years,120,652607,28390,18.39,1
Europe,FINLAND,2002,25-34 years,154,644196,28390,23.91,1
Europe,FINLAND,2002,35-54 years,464,1565748,28390,29.63,1
Europe,FINLAND,2002,5-14 years,3,644306,28390,0.47,1
Europe,FINLAND,2002,55-74 years,279,1054963,28390,26.45,1
Europe,FINLAND,2002,75+ years,75,353794,28390,21.2,1
Europe,FINLAND,2003,15-24 years,122,650509,34701,18.75,1
Europe,FINLAND,2003,25-34 years,136,638853,34701,21.29,1
Europe,FINLAND,2003,35-54 years,488,1548068,34701,31.52,1
Europe,FINLAND,2003,5-14 years,7,640387,34701,1.09,1
Europe,FINLAND,2003,55-74 years,248,1088983,34701,22.77,1
Europe,FINLAND,2003,75+ years,74,363056,34701,20.38,1
Europe,FINLAND,2004,15-24 years,141,651048,39793,21.66,1
Europe,FINLAND,2004,25-34 years,149,636893,39793,23.39,1
Europe,FINLAND,2004,35-54 years,426,1527883,39793,27.88,1
Europe,FINLAND,2004,5-14 years,5,633914,39793,0.79,1
Europe,FINLAND,2004,55-74 years,274,1120719,39793,24.45,1
Europe,FINLAND,2004,75+ years,69,374308,39793,18.43,1
Europe,FINLAND,2005,15-24 years,101,653174,41202,15.46,1
Europe,FINLAND,2005,25-34 years,131,638686,41202,20.51,1
Europe,FINLAND,2005,35-54 years,408,1507304,41202,27.07,1
Europe,FINLAND,2005,5-14 years,2,626412,41202,0.32,1
Europe,FINLAND,2005,55-74 years,268,1149514,41202,23.31,1
Europe,FINLAND,2005,75+ years,84,386694,41202,21.72,1
Europe,FINLAND,2006,15-24 years,127,656115,43487,19.36,1
Europe,FINLAND,2006,25-34 years,146,643360,43487,22.69,1
Europe,FINLAND,2006,35-54 years,414,1488826,43487,27.81,1
Europe,FINLAND,2006,5-14 years,4,617506,43487,0.65,1
Europe,FINLAND,2006,55-74 years,303,1175601,43487,25.77,1
Europe,FINLAND,2006,75+ years,68,398332,43487,17.07,1
Europe,FINLAND,2007,15-24 years,120,658269,51089,18.23,1
Europe,FINLAND,2007,25-34 years,125,652595,51089,19.15,1
Europe,FINLAND,2007,35-54 years,386,1469630,51089,26.27,1
Europe,FINLAND,2007,5-14 years,3,608010,51089,0.49,1
Europe,FINLAND,2007,55-74 years,286,1202206,51089,23.79,1
Europe,FINLAND,2007,75+ years,75,408143,51089,18.38,1
Europe,FINLAND,2008,15-24 years,107,658902,56521,16.24,1
Europe,FINLAND,2008,25-34 years,148,666564,56521,22.2,1
Europe,FINLAND,2008,35-54 years,422,1449462,56521,29.11,1
Europe,FINLAND,2008,5-14 years,4,599562,56521,0.67,1
Europe,FINLAND,2008,55-74 years,293,1229697,56521,23.83,1
Europe,FINLAND,2008,75+ years,59,415909,56521,14.19,1
Europe,FINLAND,2009,15-24 years,117,658863,49878,17.76,1
Europe,FINLAND,2009,25-34 years,161,678548,49878,23.73,1
Europe,FINLAND,2009,35-54 years,393,1432803,49878,27.43,1
Europe,FINLAND,2009,5-14 years,1,593185,49878,0.17,1
Europe,FINLAND,2009,55-74 years,285,1255766,49878,22.7,1
Europe,FINLAND,2009,75+ years,77,423151,49878,18.2,1
Europe,FINLAND,2010,15-24 years,135,659488,48939,20.47,1
Europe,FINLAND,2010,25-34 years,156,683973,48939,22.81,1
Europe,FINLAND,2010,35-54 years,318,1420719,48939,22.38,1
Europe,FINLAND,2010,5-14 years,1,588133,48939,0.17,1
Europe,FINLAND,2010,55-74 years,269,1279865,48939,21.02,1
Europe,FINLAND,2010,75+ years,75,431316,48939,17.39,1
Europe,FINLAND,2011,15-24 years,116,660257,53809,17.57,1
Europe,FINLAND,2011,25-34 years,131,685514,53809,19.11,1
Europe,FINLAND,2011,35-54 years,326,1411411,53809,23.1,1
Europe,FINLAND,2011,5-14 years,2,586032,53809,0.34,1
Europe,FINLAND,2011,55-74 years,264,1303128,53809,20.26,1
Europe,FINLAND,2011,75+ years,73,439643,53809,16.6,1
Europe,FINLAND,2012,15-24 years,117,660560,50232,17.71,1
Europe,FINLAND,2012,25-34 years,118,685871,50232,17.2,1
Europe,FINLAND,2012,35-54 years,300,1404532,50232,21.36,1
Europe,FINLAND,2012,5-14 years,0,586657,50232,0.0,1
Europe,FINLAND,2012,55-74 years,282,1324528,50232,21.29,1
Europe,FINLAND,2012,75+ years,56,448302,50232,12.49,1
Europe,FINLAND,2013,15-24 years,99,657445,52572,15.06,1
Europe,FINLAND,2013,25-34 years,162,688385,52572,23.53,1
Europe,FINLAND,2013,35-54 years,266,1400473,52572,18.99,1
Europe,FINLAND,2013,5-14 years,2,589663,52572,0.34,1
Europe,FINLAND,2013,55-74 years,285,1340835,52572,21.26,1
Europe,FINLAND,2013,75+ years,73,458632,52572,15.92,1
Europe,FINLAND,2014,15-24 years,85,651543,52832,13.05,1
Europe,FINLAND,2014,25-34 years,147,692833,52832,21.22,1
Europe,FINLAND,2014,35-54 years,267,1396588,52832,19.12,1
Europe,FINLAND,2014,5-14 years,2,594244,52832,0.34,1
Europe,FINLAND,2014,55-74 years,216,1354587,52832,15.95,1
Europe,FINLAND,2014,75+ years,72,470149,52832,15.31,1
Europe,FINLAND,2015,15-24 years,71,650019,44862,10.92,1
Europe,FINLAND,2015,25-34 years,122,694780,44862,17.56,1
Europe,FINLAND,2015,35-54 years,245,1386891,44862,17.67,1
Europe,FINLAND,2015,5-14 years,5,598356,44862,0.84,1
Europe,FINLAND,2015,55-74 years,214,1377020,44862,15.54,1
Europe,FINLAND,2015,75+ years,74,474731,44862,15.59,1
Europe,FRANCE,1985,15-24 years,937,8569900,10765,10.93,1
Europe,FRANCE,1985,25-34 years,1939,8453400,10765,22.94,1
Europe,FRANCE,1985,35-54 years,3817,13451500,10765,28.38,1
Europe,FRANCE,1985,5-14 years,35,7482600,10765,0.47,1
Europe,FRANCE,1985,55-74 years,3581,9727400,10765,36.81,1
Europe,FRANCE,1985,75+ years,2192,3697800,10765,59.28,1
Europe,FRANCE,1986,15-24 years,888,8563400,14940,10.37,1
Europe,FRANCE,1986,25-34 years,1872,8449000,14940,22.16,1
Europe,FRANCE,1986,35-54 years,3984,13517300,14940,29.47,1
Europe,FRANCE,1986,5-14 years,41,7839800,14940,0.52,1
Europe,FRANCE,1986,55-74 years,3585,9704500,14940,36.94,1
Europe,FRANCE,1986,75+ years,2159,3563600,14940,60.58,1
Europe,FRANCE,1987,15-24 years,816,8599300,17999,9.49,1
Europe,FRANCE,1987,25-34 years,1783,8425700,17999,21.16,1
Europe,FRANCE,1987,35-54 years,3979,13812300,17999,28.81,1
Europe,FRANCE,1987,5-14 years,42,7314900,17999,0.57,1
Europe,FRANCE,1987,55-74 years,3320,9909300,17999,33.5,1
Europe,FRANCE,1987,75+ years,2221,3839300,17999,57.85,1
Europe,FRANCE,1988,15-24 years,784,8574500,19534,9.14,1
Europe,FRANCE,1988,25-34 years,1751,8449200,19534,20.72,1
Europe,FRANCE,1988,35-54 years,3839,14009500,19534,27.4,1
Europe,FRANCE,1988,5-14 years,28,7227000,19534,0.39,1
Europe,FRANCE,1988,55-74 years,3075,9969500,19534,30.84,1
Europe,FRANCE,1988,75+ years,2122,3927900,19534,54.02,1
Europe,FRANCE,1989,15-24 years,871,8490900,19558,10.26,1
Europe,FRANCE,1989,25-34 years,1757,8480700,19558,20.72,1
Europe,FRANCE,1989,35-54 years,3774,14212900,19558,26.55,1
Europe,FRANCE,1989,5-14 years,31,7180600,19558,0.43,1
Europe,FRANCE,1989,55-74 years,3129,10044700,19558,31.15,1
Europe,FRANCE,1989,75+ years,2153,4008100,19558,53.72,1
Europe,FRANCE,1990,15-24 years,791,8493600,23968,9.31,1
Europe,FRANCE,1990,25-34 years,1706,8598300,23968,19.84,1
Europe,FRANCE,1990,35-54 years,3797,14445800,23968,26.28,1
Europe,FRANCE,1990,5-14 years,19,7241100,23968,0.26,1
Europe,FRANCE,1990,55-74 years,2988,10229600,23968,29.21,1
Europe,FRANCE,1990,75+ years,2102,3944500,23968,53.29,1
Europe,FRANCE,1991,15-24 years,806,8364000,23821,9.64,1
Europe,FRANCE,1991,25-34 years,1712,8629200,23821,19.84,1
Europe,FRANCE,1991,35-54 years,3928,14686100,23821,26.75,1
Europe,FRANCE,1991,5-14 years,13,7297500,23821,0.18,1
Europe,FRANCE,1991,55-74 years,3089,10466200,23821,29.51,1
Europe,FRANCE,1991,75+ years,1954,3839900,23821,50.89,1
Europe,FRANCE,1992,15-24 years,764,8278400,26136,9.23,1
Europe,FRANCE,1992,25-34 years,1786,8641100,26136,20.67,1
Europe,FRANCE,1992,35-54 years,4087,14944000,26136,27.35,1
Europe,FRANCE,1992,5-14 years,22,7330700,26136,0.3,1
Europe,FRANCE,1992,55-74 years,3058,10672600,26136,28.65,1
Europe,FRANCE,1992,75+ years,1927,3755500,26136,51.31,1
Europe,FRANCE,1993,15-24 years,966,8182100,24521,11.81,1
Europe,FRANCE,1993,25-34 years,1873,8656100,24521,21.64,1
Europe,FRANCE,1993,35-54 years,4363,15200100,24521,28.7,1
Europe,FRANCE,1993,5-14 years,31,7363400,24521,0.42,1
Europe,FRANCE,1993,55-74 years,3083,10843600,24521,28.43,1
Europe,FRANCE,1993,75+ years,1935,3700100,24521,52.3,1
Europe,FRANCE,1994,15-24 years,834,8087600,25697,10.31,1
Europe,FRANCE,1994,25-34 years,1846,8655000,25697,21.33,1
Europe,FRANCE,1994,35-54 years,4412,15468200,25697,28.52,1
Europe,FRANCE,1994,5-14 years,21,7374100,25697,0.28,1
Europe,FRANCE,1994,55-74 years,3158,10978900,25697,28.76,1
Europe,FRANCE,1994,75+ years,1770,3683300,25697,48.05,1
Europe,FRANCE,1995,15-24 years,803,8025500,29363,10.01,1
Europe,FRANCE,1995,25-34 years,1769,8656600,29363,20.44,1
Europe,FRANCE,1995,35-54 years,4308,15769600,29363,27.32,1
Europe,FRANCE,1995,5-14 years,28,7333900,29363,0.38,1
Europe,FRANCE,1995,55-74 years,3069,10885700,29363,28.19,1
Europe,FRANCE,1995,75+ years,1842,3857200,29363,47.75,1
Europe,FRANCE,1996,15-24 years,684,7942700,29305,8.61,1
Europe,FRANCE,1996,25-34 years,1689,8673300,29305,19.47,1
Europe,FRANCE,1996,35-54 years,4333,16100300,29305,26.91,1
Europe,FRANCE,1996,5-14 years,19,7291900,29305,0.26,1
Europe,FRANCE,1996,55-74 years,2803,10771700,29305,26.02,1
Europe,FRANCE,1996,75+ years,1751,4011700,29305,43.65,1
Europe,FRANCE,1997,15-24 years,701,7858900,26394,8.92,1
Europe,FRANCE,1997,25-34 years,1568,8694300,26394,18.03,1
Europe,FRANCE,1997,35-54 years,4361,16368000,26394,26.64,1
Europe,FRANCE,1997,5-14 years,23,7247500,26394,0.32,1
Europe,FRANCE,1997,55-74 years,2680,10729000,26394,24.98,1
Europe,FRANCE,1997,75+ years,1806,4147800,26394,43.54,1
Europe,FRANCE,1998,15-24 years,663,7799300,27190,8.5,1
Europe,FRANCE,1998,25-34 years,1452,8686700,27190,16.72,1
Europe,FRANCE,1998,35-54 years,4113,16477200,27190,24.96,1
Europe,FRANCE,1998,5-14 years,19,7608100,27190,0.25,1
Europe,FRANCE,1998,55-74 years,2611,10660200,27190,24.49,1
Europe,FRANCE,1998,75+ years,1676,4049200,27190,41.39,1
Europe,FRANCE,1999,15-24 years,604,7653974,27118,7.89,1
Europe,FRANCE,1999,25-34 years,1428,8471154,27118,16.86,1
Europe,FRANCE,1999,35-54 years,3983,16621482,27118,23.96,1
Europe,FRANCE,1999,5-14 years,30,7498741,27118,0.4,1
Europe,FRANCE,1999,55-74 years,2562,10616157,27118,24.13,1
Europe,FRANCE,1999,75+ years,1661,4181885,27118,39.72,1
Europe,FRANCE,2000,15-24 years,608,7649466,24648,7.95,1
Europe,FRANCE,2000,25-34 years,1379,8365035,24648,16.49,1
Europe,FRANCE,2000,35-54 years,4362,16856436,24648,25.88,1
Europe,FRANCE,2000,5-14 years,43,7460760,24648,0.58,1
Europe,FRANCE,2000,55-74 years,2639,10628934,24648,24.83,1
Europe,FRANCE,2000,75+ years,1818,4306993,24648,42.21,1
Europe,FRANCE,2001,15-24 years,569,7693783,24796,7.4,1
Europe,FRANCE,2001,25-34 years,1335,8235542,24796,16.21,1
Europe,FRANCE,2001,35-54 years,4288,16986846,24796,25.24,1
Europe,FRANCE,2001,5-14 years,35,7424724,24796,0.47,1
Europe,FRANCE,2001,55-74 years,2548,10734778,24796,23.74,1
Europe,FRANCE,2001,75+ years,1674,4435599,24796,37.74,1
Europe,FRANCE,2002,15-24 years,589,7771222,26714,7.58,1
Europe,FRANCE,2002,25-34 years,1344,8180741,26714,16.43,1
Europe,FRANCE,2002,35-54 years,4359,17043786,26714,25.58,1
Europe,FRANCE,2002,5-14 years,37,7399653,26714,0.5,1
Europe,FRANCE,2002,55-74 years,2642,10975443,26714,24.07,1
Europe,FRANCE,2002,75+ years,1672,4564672,26714,36.63,1
Europe,FRANCE,2003,15-24 years,636,7829263,32656,8.12,1
Europe,FRANCE,2003,25-34 years,1319,8137119,32656,16.21,1
Europe,FRANCE,2003,35-54 years,4542,17069763,32656,26.61,1
Europe,FRANCE,2003,5-14 years,32,7385314,32656,0.43,1
Europe,FRANCE,2003,55-74 years,2601,11248906,32656,23.12,1
Europe,FRANCE,2003,75+ years,1741,4690037,32656,37.12,1
Europe,FRANCE,2004,15-24 years,621,7877232,37240,7.88,1
Europe,FRANCE,2004,25-34 years,1219,8097462,37240,15.05,1
Europe,FRANCE,2004,35-54 years,4633,17097748,37240,27.1,1
Europe,FRANCE,2004,5-14 years,20,7387159,37240,0.27,1
Europe,FRANCE,2004,55-74 years,2619,11526759,37240,22.72,1
Europe,FRANCE,2004,75+ years,1692,4827562,37240,35.05,1
Europe,FRANCE,2005,15-24 years,567,7870216,38420,7.2,1
Europe,FRANCE,2005,25-34 years,1186,8062701,38420,14.71,1
Europe,FRANCE,2005,35-54 years,4352,17090029,38420,25.47,1
Europe,FRANCE,2005,5-14 years,29,7399205,38420,0.39,1
Europe,FRANCE,2005,55-74 years,2780,11769694,38420,23.62,1
Europe,FRANCE,2005,75+ years,1799,4968842,38420,36.21,1
Europe,FRANCE,2006,15-24 years,522,7929782,40097,6.58,1
Europe,FRANCE,2006,25-34 years,1142,7950867,40097,14.36,1
Europe,FRANCE,2006,35-54 years,4269,17162079,40097,24.87,1
Europe,FRANCE,2006,5-14 years,30,7516593,40097,0.4,1
Europe,FRANCE,2006,55-74 years,2737,12108955,40097,22.6,1
Europe,FRANCE,2006,75+ years,1723,5156171,40097,33.42,1
Europe,FRANCE,2007,15-24 years,511,7892352,45682,6.47,1
Europe,FRANCE,2007,25-34 years,1047,7898316,45682,13.26,1
Europe,FRANCE,2007,35-54 years,4163,17212536,45682,24.19,1
Europe,FRANCE,2007,5-14 years,22,7543114,45682,0.29,1
Europe,FRANCE,2007,55-74 years,2608,12320669,45682,21.17,1
Europe,FRANCE,2007,75+ years,1776,5300024,45682,33.51,1
Europe,FRANCE,2008,15-24 years,530,7836935,49901,6.76,1
Europe,FRANCE,2008,25-34 years,1054,7811164,49901,13.49,1
Europe,FRANCE,2008,35-54 years,4141,17276117,49901,23.97,1
Europe,FRANCE,2008,5-14 years,26,7598448,49901,0.34,1
Europe,FRANCE,2008,55-74 years,2795,12544774,49901,22.28,1
Europe,FRANCE,2008,75+ years,1807,5415529,49901,33.37,1
Europe,FRANCE,2009,15-24 years,526,7797061,45775,6.75,1
Europe,FRANCE,2009,25-34 years,1042,7744455,45775,13.45,1
Europe,FRANCE,2009,35-54 years,4163,17290381,45775,24.08,1
Europe,FRANCE,2009,5-14 years,37,7658093,45775,0.48,1
Europe,FRANCE,2009,55-74 years,2916,12757899,45775,22.86,1
Europe,FRANCE,2009,75+ years,1815,5522838,45775,32.86,1
Europe,FRANCE,2010,15-24 years,502,7761015,44747,6.47,1
Europe,FRANCE,2010,25-34 years,982,7736247,44747,12.69,1
Europe,FRANCE,2010,35-54 years,4192,17254790,44747,24.29,1
Europe,FRANCE,2010,5-14 years,40,7710481,44747,0.52,1
Europe,FRANCE,2010,55-74 years,2845,12973009,44747,21.93,1
Europe,FRANCE,2010,75+ years,1818,5620741,44747,32.34,1
Europe,FRANCE,2011,15-24 years,491,7709935,48217,6.37,1
Europe,FRANCE,2011,25-34 years,949,7774467,48217,12.21,1
Europe,FRANCE,2011,35-54 years,4162,17187884,48217,24.21,1
Europe,FRANCE,2011,5-14 years,36,7755380,48217,0.46,1
Europe,FRANCE,2011,55-74 years,2894,13201331,48217,21.92,1
Europe,FRANCE,2011,75+ years,1876,5715646,48217,32.82,1
Europe,FRANCE,2012,15-24 years,465,7676372,45002,6.06,1
Europe,FRANCE,2012,25-34 years,871,7805145,45002,11.16,1
Europe,FRANCE,2012,35-54 years,3794,17121137,45002,22.16,1
Europe,FRANCE,2012,5-14 years,33,7809265,45002,0.42,1
Europe,FRANCE,2012,55-74 years,2706,13431546,45002,20.15,1
Europe,FRANCE,2012,75+ years,1874,5794992,45002,32.34,1
Europe,FRANCE,2013,15-24 years,426,7577259,46922,5.62,1
Europe,FRANCE,2013,25-34 years,860,7845777,46922,10.96,1
Europe,FRANCE,2013,35-54 years,3698,17077454,46922,21.65,1
Europe,FRANCE,2013,5-14 years,29,7881641,46922,0.37,1
Europe,FRANCE,2013,55-74 years,2819,13684344,46922,20.6,1
Europe,FRANCE,2013,75+ years,1768,5843594,46922,30.26,1
Europe,FRANCE,2014,15-24 years,374,7553159,47318,4.95,1
Europe,FRANCE,2014,25-34 years,850,7862968,47318,10.81,1
Europe,FRANCE,2014,35-54 years,3314,17034413,47318,19.45,1
Europe,FRANCE,2014,5-14 years,26,7947669,47318,0.33,1
Europe,FRANCE,2014,55-74 years,2569,13956373,47318,18.41,1
Europe,FRANCE,2014,75+ years,1748,5921372,47318,29.52,1
Europe,GERMANY,1990,15-24 years,1028,10854000,23546,9.47,1
Europe,GERMANY,1990,25-34 years,1922,13049200,23546,14.73,1
